ClassTissuePost,ClassTissuePre,ClassTissueFlair,ClassTumorPost,ClassTumorPre,ClassTumorFlair,ClassEdemaPost,ClassEdemaPre,ClassEdemaFlair
1.0462963077650402,1.1677734669245083,1.2051612599457433,1.0713078541700147,0.9800134809886435,1.3552220691977,0.9276856722090152,1.0514016994237696,1.6123998149616097
0.1120586112289025,0.11865672288112925,0.022987754163542515,1.5644214730005332,1.196031957627351,1.401322665024439,1.163691936188231,1.1594059109288322,1.4542490736927685
0.970820145209641,1.0874898205120689,1.5739997076906644,1.9048721259382586,1.0583973304853598,1.5906569651465448,0.9750391553399576,1.0406289539923947,1.6962565279431443
0.9510234063986813,1.0924934775689104,1.0387974911709887,1.6689917837781678,1.08891890427832,1.2566751284957434,0.8751573140529476,1.0749504605031583,1.664811272731819
0.4243639548882676,0.6254606339308763,0.141484794339584,1.297569145176975,1.2318526973802053,2.161638965857555,0.8718356961272798,1.0276981802414826,1.7254274884719396
1.005401330408343,1.1044205828933626,1.1246633568369913,1.7343932779921174,0.8837996341631001,1.1408524379577625,0.9544571039714848,1.058533223914401,1.5317804530428294
0.5907672479410699,0.30178053165321134,0.09230109367825161,1.7593699253452892,1.2387497125119924,1.6331000141124319,1.1980760591929793,1.1534682830728944,1.3347399790589287
0.9849733046627303,1.092780288388807,1.1506707029990495,2.0785974246215693,1.2967719141520704,1.8417249020610311,1.2173511578498297,1.1048536796572397,1.087967721533443
1.0226200695512777,0.9721151696348934,0.9815977997736639,1.880911577901036,1.0665316197054997,1.5543552526360882,1.0581320359513051,1.1367504542857343,1.5671501199330689
0.09436887121105163,0.30745958921897837,0.4159442659713945,2.1772568762840177,0.9004553902659227,1.0907682515850952,0.9379083259528207,1.1016740219343368,1.7314153216653345
0.9472877816926134,0.7252691048231151,0.2021877863695998,1.6299686036421983,1.046433286548026,1.1008684561194482,0.9987241183166706,1.0035620161437944,1.663382365823486
0.8495050848147577,0.7679719487080612,1.1320878496287208,1.9354594670043328,1.2928791265725283,1.4993459545872738,1.0364873252338291,1.058591964216231,1.3083857430897894
0.9853603821267155,1.0424878586210748,0.8090322235614646,1.253198943731507,1.168110658849436,1.4258101393821434,0.8900138236269844,1.047732350915419,1.723189200727418
0.996153585032325,1.1176984892356658,1.1473604766502785,1.5234578720275507,1.901175053573861,2.1138098647244137,1.1362873718681765,1.1702408984877228,1.1295145595351213
1.0501493812031366,1.1151591008027095,1.1000709627412624,1.8046002709689628,1.1303701278858127,1.4367364361066888,1.0276144929888364,1.1637080732272813,1.4908496954732946
0.27788133003170273,0.21111935190264663,0.3255080172673273,1.8451140432982764,0.9159920306567659,0.8468698301022789,0.883324027742595,1.0482935467221328,1.7525396791002554
0.06305482135879835,0.366019914152984,0.056836160225802526,1.1018680142438195,0.9445961289623946,1.0487511698643073,1.5054019751011072,0.8979223277116251,0.8090566876054703
1.0326310639015777,1.1569971067053286,1.0950933050551028,1.632679152593512,1.0614255060068125,0.38070329373518513,0.8911066001865579,1.0183875035150791,1.5888757415481298
0.2368553973387936,0.13952174405986761,0.1071234724603295,1.9972834728406956,0.9127611446129403,0.7805119721468209,1.1764029929959137,1.1594527902081773,1.1025742202018454
1.089784553124926,1.086989737211682,1.1132419216443306,1.5400043849635257,0.8662027906476905,1.084808241934707,1.1678995370131504,1.1867107754238895,1.3392708233779842
0.9440957768319342,1.1988657253421704,1.1830536891365933,1.6773858446562417,0.9951992045571122,1.3266314405860398,1.0456970675558408,1.1591704978730366,1.5286557744081015
0.047330790358075386,0.06478648628215322,0.07279984803620877,1.7031816130233606,1.2779788582785294,1.2434228524886564,0.9336975372337462,0.9920049747208709,1.2053916871207968
0.9457033982975495,1.0961810129784044,1.0477517619820744,2.046698852354349,1.758405507392862,1.5492662146369027,1.0131039538225748,1.0724154775928392,1.2352707266697571
0.03470199223041177,0.02290539415633799,0.04268316431153683,1.7659854768526464,0.9606350554149433,1.0916507661303008,1.0505550826803436,1.0468309132065672,1.6029289565734035
1.1334224617261965,1.1263891168914069,1.014325780616288,1.6926137438993427,1.3187956866262585,2.1002228447912485,1.069505938944844,1.1897564600737722,1.4583078653317139
0.16887982540554955,0.046501350455998104,0.017923024077800182,2.0453654736780202,0.946518179415542,1.0471964109549452,0.9899762011873853,1.1540345621749588,1.325053165183672
0.4007458118508835,0.37273491907068756,0.18387214238133315,1.9555757502583613,1.4221973695587067,1.7598992215779699,1.126617314408565,1.1756108916961694,1.3978057864166198
0.2695119963063184,0.4773946893618966,0.6290194133335305,1.4698212173008918,1.156021339922238,1.2835652476260075,1.1803896224207167,1.1150595811759554,1.1099753687825695
1.039944093093281,1.0980488416144778,1.100352729952328,1.4031878536718665,1.0547801704759427,1.3505908706136212,0.8660425374199762,1.0475705891611489,1.6971992550473638
