ClassTissuePost,ClassTissuePre,ClassTissueFlair,ClassTumorPost,ClassTumorPre,ClassTumorFlair,ClassEdemaPost,ClassEdemaPre,ClassEdemaFlair
0.08796264060905333,0.8587112558841128,0.8298028860503032,1.9502913962365953,1.174978529754546,1.5586144082410804,0.9881648061717007,1.061557558723811,1.6331070776744334
0.015573937813086955,0.015590574507520372,0.06045833005470881,1.6603502416433196,1.477315541046007,1.73066675637516,0.9118667541679566,1.104190140170799,1.7136404708751938
0.41234324494905783,0.23817029167467316,0.04832198916763164,1.3161410614967808,1.2305224554679948,1.613405424995844,1.0289669990300956,1.079044320654349,1.1294237669211
0.024978731543840647,0.16355836029027193,0.06503629888458776,1.4984141111132196,1.2895658346629624,2.0342838043778877,1.035253106844113,1.1109865060546429,1.4840374929097075
0.026786262286511646,0.10959159050056021,0.07949603482420615,2.0690214939314835,1.0222143212171813,1.4030508257668417,1.0962866827139244,1.1779131726415466,1.4943699335801146
0.9971487113604118,0.5082799446966676,0.2547114858628352,1.0473981446553702,0.9719159044571472,1.1826905186805086,0.8644884390193853,1.012410338917525,1.7361706494304423
0.9827608222271684,1.0590606440475625,0.9297016374655747,1.742377610579315,1.2122376161674018,1.3120911843466525,0.9707051293442045,0.995674662115578,1.3668287075404038
1.20477114027031,0.9037868690766321,0.3039759329440614,1.6198116372963771,0.884287348111467,1.106748871485818,1.0453021042484194,1.1603328780765563,1.1294346206871027
0.9496370080090368,1.0806385550384376,1.0782893494761883,1.3412522715400765,1.1852273568784455,1.4313314329194298,1.0981922044991346,1.0019102840411838,1.5309829596646436
0.08286773034339973,0.8598224077667095,0.8076516417541431,1.7095912936818622,1.248450108548614,1.8364149985377942,0.995117519431931,1.053449250791019,1.5757900622350813
0.9546511460551861,1.0686158837613928,1.0977012238307102,1.3876659970308884,0.6508163935453087,0.6224211850139935,1.239784788478731,1.1535166308597853,1.1685500428222146
0.9527977211718256,1.1056978455718074,1.1598003568861763,1.670063251782073,0.8986773100333183,1.119198399513718,1.006753836449602,1.175335603012401,1.5348706752775492
0.8633717532536491,1.0068611877884972,0.8567914643435902,1.4260141825255002,1.3356881548492439,1.3757577390384839,0.9132917428552676,1.0622354443993525,1.7742906261693223
1.071313307146859,1.1598212726400412,1.0523644402511492,1.4930401604873063,1.0004797317673868,1.8548724306120938,1.2128647840702456,1.2134198777038483,1.4394562520413223
0.9626883305717964,1.017908657093046,1.080180919695629,1.784113688641239,0.9760239978353198,1.3110772186354165,1.1654570228467158,1.1344663602415004,1.4365155705826373
0.9637213760619381,1.1505790509576932,1.17737398230027,1.318960418309124,1.1128527532210517,1.4147547172985682,0.7825334688374905,1.0285570312315078,1.49241866764766
0.022573709214833176,0.045364358488702156,0.030419622778398773,1.4928842892415142,1.3276891942475506,1.4237445643426623,1.191557486781497,1.1510697584022112,1.234579014439596
0.08427115355594138,0.2200318230396497,0.04442346555112973,1.1873704394846825,0.9848248765191108,1.4906851661632563,1.1183122628909783,1.2132848879717584,1.1917399752966167
1.10127397533561,1.1392655558631262,1.0766672283048104,1.3224480584067089,1.0777563265746084,1.8088286878453679,1.144205933165438,1.1866216483120744,1.6886408021313701
1.0373549357957137,1.1372925594943533,0.9820210105067625,1.9587881408632426,1.1210952601511015,1.2100638026798853,1.1197628386234812,1.153794856558645,1.2480014189217228
0.376581238587737,0.27429645275651326,0.08604855457560757,1.2651198222484925,1.1022279881654409,1.4975924683908652,1.056673742159269,1.1495092996916747,1.6124346159256178
0.9154141253349732,1.108592273944478,1.09658337207345,1.847043893749407,1.0700891357161355,1.6859278774767381,0.9748717070048655,1.0809871561373745,1.6363499417611889
0.6506032242579725,0.77104175077033,0.6498169948848753,1.6783247633768577,1.632632128660002,1.6975412348174435,0.9484692320448682,1.081506442997975,1.5761370381831623
0.24786720169689103,0.2328797531966107,0.2557130688053185,1.2044549515052991,0.9727417705084525,1.116897917967182,0.8443445553133302,1.0233186388915843,1.7532269119984154
0.12411642238364053,0.5948348525832271,0.3890170631406218,2.072564922176782,0.973399548926829,1.0357668785082828,1.0740643759107227,1.128075415402402,1.2115981461722427
0.9516435357037916,1.107921053033952,1.0732554417170157,1.2976082388263501,1.2832696650416242,1.957010331181887,1.0931209360340488,1.1155821439380043,1.50808650957731
1.1192716512477479,0.5488760450640588,0.2767828989872268,1.3008894208314195,0.8888554232378157,0.9445501923440337,1.0548189750046852,1.1416129086939462,1.2829946496418745
0.175014917220465,0.8478477453901988,0.015511311619035247,1.2882210650270243,0.9593300040552483,1.1981909025061195,1.0920106260566225,1.2244565026449823,1.4843991128277918
0.014976236496871864,0.005100074196650363,0.04502800847308306,0.9903056448807251,1.0757273009948594,1.0333527769827202,1.1677566690198329,1.2083099232931183,1.282713399276809
1.3852281808137348,0.7375080420768012,0.48340761445061015,2.2534072784532118,1.3621932475424625,1.6210776593036311,0.9376294691062046,1.0617789644768623,1.6650057791098642
1.0334823994248812,1.0094894774090308,1.039992869828267,1.7448671881305124,1.2354846554271985,1.6404387104681415,1.0039757544773718,1.1087480487064463,1.625442940620648
0.13461540572902478,0.4459171171566538,0.19457600150857662,1.6999162027051637,1.1529313741217448,1.3909486182510225,1.0310969317854317,1.1052435119295765,1.58136459091038
0.7310727196555616,0.8733387206609591,0.6902213017327875,2.1842467536787398,1.285972622622753,1.7930969292937031,0.9185264328417759,1.1209147466850935,1.5924588625849645
0.9970996345688142,1.020010882125845,0.888166514639899,2.030409552141516,1.1928847200325738,1.4999458405114134,0.9954063594207696,0.97382089763034,1.4991257781912224
0.09708773595205292,0.5100647461753469,0.16104721085926607,1.3095623385561095,1.0961667797514225,1.2459296417302401,1.033550771365312,1.0527154488666202,1.0771603855299252
0.9865795838571223,1.1665579945251041,1.16599820183762,2.0935286819243473,1.0771471218673605,1.6122411432395727,1.1618021021979417,1.293784066107066,1.4470289073530864
1.772083582803467,0.9825633748986577,0.990883282729827,1.8307311037901686,0.9560789542731984,0.9895580895855183,1.07698356414529,1.1076496050622262,1.1413381009158756
1.166053578513469,1.1971910619294224,1.0141907115282565,1.3474009643376208,1.047160988518004,1.3043241949388433,0.9077483304874272,1.032433213379571,1.6747884679181433
1.1536190295777617,1.1455321294093115,1.0856506147739031,1.5426805382147455,1.284524561220526,1.7528575393903294,0.9290312152183041,1.0282053801553606,1.6191601606431845
0.06744875145113281,0.742851093819889,0.10140065205349635,1.3506719115246133,0.9843887297780235,1.1183658467485242,0.9795482638383843,1.1770272107429844,1.102774239603892
0.23328680150806033,1.048188943800028,1.369718910373077,1.8571849206244526,0.9208049511758385,0.9237329275741842,1.0346771047054648,1.169109469904783,1.2848116217552978
0.9940115718359802,1.0846875692284235,1.0777533801740635,0.9763970304661094,0.952186505580013,1.0260524133720197,1.0670660254289042,1.126566241493848,1.4888746546248344
0.5050562673089051,0.5928065047761913,0.512602134542911,1.405429614398484,1.1222091796056115,1.742565412707932,1.2081452745575847,1.2346043416345815,1.063018875979631
1.0204089293869392,1.036926959431681,0.9948426676547493,1.8137805672160159,1.1707229078490853,1.4581901967256865,1.0481945309504745,1.1187836033498553,1.5241583527970537
0.7685839990425192,0.710992274463346,0.38400886846995513,1.0743382831322035,1.0279991113262423,0.7310715174673036,1.1265194963931755,1.1660484224067291,1.4849909014979297
0.9117422585120064,0.6876764412731369,0.379912820848501,1.226126339863336,1.0150901392642786,0.8399015400466556,1.1184988385910006,1.1909616529203564,1.4582939104897106
1.0151566220906265,1.1376892824559433,1.0121592483247832,1.4203697642481152,1.250167132755951,1.4712484832007284,1.006036392480811,1.1134630875494886,1.6879130829632005
0.8156471321294968,0.8515423409321242,1.0384140775798993,1.0953838375324312,1.1504148040368072,1.7216145432470513,1.2560074784821131,1.2324271097548307,1.2317119835359283
1.1951311161293172,0.8597925292862595,0.555190460305332,1.6198015702622033,1.13676943192171,1.4842893691937662,1.1795679846482263,1.2310129369882747,1.5567558300246473
0.900917680016555,0.7729686585945902,0.3998598461656476,1.8898450640269262,1.5565877246457824,1.4138477387093569,0.9650537480348494,1.0469494104692971,1.5347931483775312
1.0177423398181844,1.1091953786973052,0.981091376834546,1.3775015643013884,1.7471379878806887,1.777165668185992,0.8632304792074091,0.9591253166957947,1.6973444887733977
1.120290015646386,1.1992092431457568,1.0247683956257205,1.1895807407295067,1.0414739106417947,1.3730896077038621,1.1112556913948541,1.219284757955212,1.4501206801258066
0.03542742428595477,0.09181633743860688,0.06716953229577219,2.46064120373595,1.157389650068519,1.6292012724515237,0.854679372596223,1.0029654631938638,1.6469394271756557
1.032152124750756,1.0986912571846834,1.1013762573145665,1.4769486774959901,1.1262174144706731,1.373131644511872,1.0183521504132664,1.3103801217300481,1.614929948414199
0.33618783023576465,0.4047901795520042,0.19145649133384993,1.9437491662948043,1.042952358854007,1.1359510150566205,1.1765459448811826,1.1673030926613932,1.5692240506495518
1.0130567226539091,1.151527593870128,1.107255897411936,1.582523174932468,0.8876575729289604,1.0861235288640132,1.0759678842890983,1.1617948338194086,1.4690241502982102
0.8252613175494435,0.6289393588635765,0.199256774238167,1.7222393476340068,1.1954086326552402,1.785721364589985,0.9879693379248248,1.1007898674296772,1.378277966276071
0.7433449376652151,0.5334377381977213,0.20095310588106216,1.222505647130753,0.5142668805175068,0.4256753993911614,1.0597359661710566,1.1825169437974687,1.2147669289989809
0.04070074127285839,0.06869863274482241,0.057661773256682355,1.8990137831846792,0.9873879869970369,1.207732224232342,0.9878366208576326,1.1086131719364751,1.390138806709834
